name,srid,active,hof,positions,start,end,letter,seasons,games,dob,dod
Christian Morton,MortCh20,False,False,DB,2004,2006,M,4,14,1981-04-28,NA
Craig Morton,MortCr00,False,False,QB,1965,1982,M,19,207,1943-02-05,NA
Dave Morton,MortDa20,False,False,LB,1979,1979,M,1,3,1955-05-13,NA
Greg Morton,MortGr20,False,False,DE,1977,1977,M,1,9,1953-10-08,NA
Jack Morton,MortJa20,False,False,E-DE-DB,1945,1947,M,3,22,1922-07-22,1983-12-17
John Morton,MortJo20,False,False,LB,1953,1953,M,1,10,1929-09-01,2014-07-19
Johnnie Morton,MortJo00,False,False,WR,1994,2005,M,12,182,1971-10-07,NA
Michael Morton,MortMi00,False,False,RB,1982,1987,M,5,44,1960-02-06,NA
Mike Morton,MortMi20,False,False,LB,1995,2001,M,7,103,1972-03-28,NA
Frank Morze,MorzFr20,False,False,C-T,1957,1964,M,8,84,1933-03-21,2006-05-28
Monk Moscrip,MoscMo20,False,False,E,1938,1939,M,2,22,1913-09-17,1980-10-18
Don Mosebar,MoseDo00,False,False,C-T-G,1983,1994,M,12,173,1961-09-11,NA
Mark Moseley,moselmar01,False,False,K,1970,1986,M,17,213,1948-03-12,NA
Dom Moselle,MoseDo20,False,False,DB-HB,1950,1954,M,4,43,1926-06-23,2010-08-19
Bob Moser,MoseBo20,False,False,C,1951,1953,M,3,30,1928-12-26,1988-05-08
Rick Moser,MoseRi00,False,False,RB,1978,1982,M,7,49,1956-12-18,NA
Ted Moser,MoseTe20,False,False,G,1921,1921,M,1,1,1897-06-14,1986-08-15
Dezman Moses,MoseDe00,False,False,LB,2012,2016,M,4,45,1989-01-04,NA
Don Moses,MoseDo21,False,False,BB,1933,1933,M,1,3,1906-01-14,1965-06-15
Haven Moses,MoseHa00,False,False,WR-SE,1968,1981,M,15,199,1946-07-27,NA
J.J. Moses,MoseJ.00,False,False,WR,2002,2005,M,4,34,1979-09-12,NA
Kelvin Moses,MoseKe20,False,False,LB,2001,2002,M,2,32,1976-09-03,NA
Morgan Moses,MoseMo00,True,False,OT,2014,2017,M,4,56,1991-03-03,NA
Quentin Moses,MoseQu99,False,False,DE,2007,2010,M,4,44,1983-11-18,2017-02-12
Clure Mosher,MoshCl20,False,False,C-G-LB,1942,1942,M,1,2,1920-01-11,1966-07-23
John Mosier,MosiJo00,False,False,TE,1971,1972,M,2,25,1948-03-01,NA
Anthony Mosley,MoslAn20,False,False,RB,1987,1987,M,1,2,1965-06-17,NA
Brandon Mosley,MoslBr00,False,False,OT,2012,2014,M,3,22,1988-12-21,NA
C.J. Mosley,MoslC.20,False,False,DT,2005,2015,M,11,140,1983-08-06,NA
C.J. Mosley,MoslC.00,True,False,ILB,2014,2017,M,4,62,1992-06-19,NA
Henry Mosley,MoslHe20,False,False,HB,1955,1955,M,1,1,1931-02-10,1994-12-24
Kendrick Mosley,MoslKe00,False,False,WR,2006,2006,M,1,1,1981-07-21,NA
Mike Mosley,MoslMi00,False,False,WR,1982,1984,M,3,20,1958-06-30,NA
Norm Mosley,MoslNo20,False,False,TB,1948,1948,M,1,5,1922-01-04,2013-12-06
Russ Mosley,MoslRu20,False,False,HB,1945,1946,M,2,8,1918-07-22,1997-08-02
Wayne Mosley,MoslWa00,False,False,RB,1974,1974,M,1,3,1952-10-06,NA
Avery Moss,MossAv00,True,False,DE,2017,2017,M,1,11,1994-09-16,NA
Brent Moss,MossBr20,False,False,RB,1995,1995,M,1,4,1972-01-30,NA
Dale Moss,MossDa00,False,False,WR,2012,2012,M,1,0,1988-09-24,NA
Eddie Moss,MossEd00,False,False,RB,1973,1977,M,5,35,1948-09-27,NA
Gary Moss,MossGa20,False,False,DB,1987,1987,M,1,3,1964-07-18,NA
Jarvis Moss,MossJa99,False,False,DE,2007,2011,M,6,53,1984-08-03,NA
Joe Moss,MossJo20,False,False,T,1952,1952,M,1,12,1930-04-09,NA
Martin Moss,MossMa20,False,False,DE,1982,1985,M,4,42,1958-12-16,NA
Paul Moss,MossPa20,False,False,E,1933,1934,M,2,13,1908-10-02,1999-05-25
Perry Moss,MossPe20,False,False,QB,1948,1948,M,1,6,1926-08-04,2014-08-07
Randy Moss,MossRa00,False,True,WR,1998,2012,M,16,218,1977-02-13,NA
Roland Moss,MossRo00,False,False,TE,1969,1971,M,4,26,1946-09-20,NA
Santana Moss,MossSa00,False,False,WR,2001,2014,M,14,197,1979-06-01,NA
Sinorice Moss,MossSi00,False,False,WR,2006,2009,M,4,37,1983-12-28,NA
Winston Moss,MossWi20,False,False,LB,1987,1997,M,11,169,1965-12-24,NA
Zefross Moss,MossZe20,False,False,T,1989,1999,M,11,154,1966-08-17,NA
Rich Mostardo,MostRi20,False,False,DB,1960,1962,M,3,26,1938-07-01,NA
Raheem Mostert,MostRa00,True,False,RB,2015,2017,M,6,25,1992-04-09,NA
Kelley Mote,MoteKe20,False,False,E-DE-DB,1947,1952,M,6,69,1923-04-27,NA
Adrian Moten,MoteAd00,False,False,LB,2011,2012,M,4,13,1988-04-22,NA
Bobby Moten,MoteBo20,False,False,WR,1968,1968,M,1,3,1943-01-29,NA
Eric Moten,MoteEr20,False,False,G,1991,1996,M,5,67,1968-04-11,NA
Gary Moten,MoteGa20,False,False,LB,1983,1987,M,2,7,1961-04-03,NA
Mike Moten,MoteMi20,False,False,DT,1998,1998,M,1,1,1974-03-12,NA
Bob Motl,MotlBo20,False,False,E,1946,1946,M,1,14,1920-07-26,2007-06-03
Marion Motley,MotlMa00,False,True,FB-LB,1946,1955,M,9,105,1920-06-05,1999-06-27
Taylor Moton,MotoTa00,True,False,OT,2017,2017,M,1,16,1994-08-18,NA
Buster Mott,MottBu20,False,False,B,1933,1934,M,3,5,1909-06-21,1987-11-14
Joe Mott,MottJo20,False,False,LB,1989,1993,M,3,34,1965-10-06,NA
Steve Mott,MottSt20,False,False,C,1983,1988,M,6,76,1961-03-24,NA
Zeke Motta,MottZe00,False,False,SS,2013,2014,M,2,10,1990-05-14,NA
Eric Moulds,MoulEr00,False,False,WR,1996,2007,M,12,186,1973-07-17,NA
Deiontrez Mount,MounDe00,True,False,OLB,2015,2017,M,3,12,1993-02-26,NA
Jonas Mouton,MoutJo00,False,False,LB,2012,2012,M,1,3,1988-03-17,NA
Ryan Mouton,MoutRy99,False,False,DB,2009,2012,M,3,36,1986-09-23,NA
Zeke Mowatt,MowaZe00,False,False,TE,1983,1991,M,8,118,1961-03-05,NA
Derek Moye,MoyeDe00,False,False,WR,2012,2014,M,4,7,1988-08-12,NA
Alex Moyer,MoyeAl20,False,False,LB,1985,1986,M,2,13,1963-10-25,NA
Ken Moyer,MoyeKe20,False,False,G-T-C,1989,1994,M,5,71,1966-11-19,NA
Paul Moyer,MoyePa20,False,False,DB,1983,1989,M,7,98,1961-07-26,NA
Dick Moynihan,MoynDi20,False,False,BB-FB,1927,1927,M,1,9,1902-01-08,1991-10-08
Tim Moynihan,MoynTi20,False,False,C,1932,1933,M,2,18,1906-09-23,1952-04-03
Mark Mraz,MrazMa20,False,False,DE,1987,1989,M,2,22,1965-02-09,NA
George Mrkonic,MrkoGe20,False,False,T-DT,1953,1953,M,1,10,1929-12-17,2011-05-23
Bob Mrosko,MrosBo00,False,False,TE,1989,1991,M,3,42,1965-11-13,NA
Gene Mruczkowski,MrucGe20,False,False,G,2004,2007,M,4,33,1980-06-06,NA
Scott Mruczkowski,MrucSc20,False,False,C,2005,2011,M,7,83,1982-04-05,NA
Henoc Muamba,MuamHe00,False,False,LB,2014,2014,M,1,13,1989-02-23,NA
Rudy Mucha,MuchRu20,False,False,G-C,1941,1946,M,4,22,1918-07-22,1982-09-07
Roddrick Muckelroy,MuckRo99,False,False,LB,2010,2012,M,3,21,1986-10-27,NA
Jerry Muckensturm,MuckJe20,False,False,LB,1976,1983,M,7,81,1953-10-13,NA
Larry Mucker,MuckLa00,False,False,WR,1977,1980,M,4,53,1954-08-15,NA
Howard Mudd,MuddHo00,False,False,G,1964,1970,M,8,93,1942-02-10,NA
Frank Muehlheuser,MuehFr20,False,False,FB-LB,1948,1949,M,2,20,1926-07-02,2006-04-22
Chuck Muelhaupt,MuelCh20,False,False,G,1960,1961,M,2,28,1935-12-11,2012-03-31
Jamie Mueller,MuelJa00,False,False,RB,1987,1990,M,4,57,1964-10-04,NA
Vance Mueller,MuelVa00,False,False,RB,1986,1990,M,5,73,1964-05-05,NA
Bill Muellner,MuelBi20,False,False,E,1937,1937,M,1,1,1914-09-30,2004-12-24
Garvin Mugg,MuggGa20,False,False,T,1945,1945,M,1,3,1921-02-19,1990-10-27
Ovie Mughelli,MughOv00,False,False,FB,2003,2011,M,9,107,1980-06-10,NA
Joe Muha,MuhaJo20,False,False,FB-LB,1946,1950,M,5,56,1921-04-15,1993-03-30
Al-Quadin Muhammad,MuhaAl00,True,False,DE,2017,2017,M,1,4,1995-03-28,NA
Calvin Muhammad,MuhaCa00,False,False,WR,1982,1987,M,5,47,1958-12-10,NA
Muhsin Muhammad,MuhaMu00,False,False,WR,1996,2009,M,14,202,1973-05-05,NA
Mustafah Muhammad,MuhaMu20,False,False,DB,1999,2000,M,2,24,1973-10-19,NA
Don Muhlbach,MuhlDo20,True,False,C,2004,2017,M,14,212,1981-08-17,NA
Horst Muhlmann,MuhlHo20,False,False,K,1969,1977,M,9,121,1940-01-02,1991-11-17
Daniel Muir,MuirDa20,False,False,DT,2007,2013,M,7,56,1983-09-12,NA
Stan Muirhead,MuirSt20,False,False,G-T,1924,1924,M,2,8,1902-08-29,1992-09-14
Herb Mul-Key,Mul-He00,False,False,RB,1972,1974,M,3,23,1949-11-15,NA
Mike Mularkey,MulaMi00,False,False,TE,1983,1991,M,9,114,1961-11-19,NA
Joe Mulbarger,MulbJo20,False,False,T-G,1920,1926,M,7,59,1895-03-02,1951-10-31
Edwin Mulitalo,MuliEd20,False,False,G,1999,2008,M,10,132,1974-09-01,NA
Tom Mullady,MullTo00,False,False,TE-WR,1979,1984,M,6,75,1957-01-30,NA
Mark Mullaney,MullMa20,False,False,DE,1975,1986,M,12,151,1953-04-30,NA
Chief Mullen,MullCh20,False,False,WB,1921,1921,M,1,2,1894-01-09,1976-05-25
Davlin Mullen,MullDa20,False,False,DB,1983,1986,M,4,42,1960-02-17,NA
Gary Mullen,MullGa20,False,False,WR,1987,1987,M,1,3,1963-02-01,NA
Roderick Mullen,MullRo20,False,False,DB,1995,1999,M,4,53,1972-12-05,NA
Tom Mullen,MullTo20,False,False,G-T,1974,1978,M,5,50,1951-11-11,NA
Vern Mullen,MullVe20,False,False,E-HB,1923,1927,M,6,56,1900-02-27,1980-09-14
Carl Mulleneaux,MullCa20,False,False,E,1938,1946,M,6,46,1914-09-16,1995-01-23
Lee Mulleneaux,MullLe20,False,False,C-WB,1932,1938,M,8,53,1908-04-01,1985-11-14
Brick Muller,MullBr20,False,False,E,1926,1926,M,1,10,1901-06-12,1962-05-17
George Mulligan,MullGe20,False,False,E,1936,1936,M,1,9,1914-06-07,1962-05-15
Matthew Mulligan,MullMa00,False,False,TE,2009,2016,M,10,89,1985-01-18,NA
Wayne Mulligan,MullWa20,False,False,C-T,1969,1975,M,7,87,1947-05-05,NA
Don Mullins,MullDo20,False,False,DB,1961,1962,M,2,13,1939-03-31,NA
Eric Mullins,MullEr20,False,False,WR,1984,1984,M,1,13,1962-07-30,NA
Gerry Mullins,MullGe21,False,False,G-T,1971,1979,M,9,124,1949-08-24,NA
Noah Mullins,MullNo20,False,False,HB,1946,1949,M,4,45,1918-05-23,1998-10-31
Jerry Mulready,MulrJe20,False,False,E-DE,1947,1947,M,1,9,1923-01-05,1976-06-03
Andy Mulumba,MuluAn00,True,False,LB,2013,2015,M,3,22,1990-01-31,NA
Vince Mulvey,MulvVi20,False,False,B,1923,1923,M,1,3,1891-10-06,1988-02-25
Tony Mumford,MumfTo20,False,False,RB,1985,1985,M,1,2,1963-06-14,NA
Nick Mumley,MumlNi20,False,False,DE-T,1960,1962,M,3,42,1937-01-26,NA
Keith Mumphery,MumpKe00,False,False,WR,2015,2016,M,2,27,1992-06-05,NA
Lloyd Mumphord,MumpLl20,False,False,DB,1969,1978,M,10,122,1946-12-20,NA
Lloyd Mumphrey,MumpLl21,False,False,DE-LB,1987,1987,M,1,3,1961-02-14,NA
Mike Munchak,MuncMi00,False,True,G,1982,1993,M,12,159,1960-03-05,NA
Chuck Muncie,MuncCh00,False,False,RB,1976,1984,M,10,110,1953-03-17,2013-05-13
George Munday,MundGe20,False,False,T-G,1931,1934,M,6,26,1907-06-13,1975-10-17
Fred Mundee,MundFr20,False,False,C-LB,1943,1945,M,3,21,1913-05-20,1990-01-15
Johnny Mundt,MundJo00,True,False,TE,2017,2017,M,1,2,1994-11-23,NA
Ryan Mundy,MundRy00,False,False,DB,2009,2014,M,6,96,1985-02-11,NA
Marc Munford,MunfMa20,False,False,LB,1987,1990,M,4,48,1965-02-14,NA
Jock Mungavin,MungJo20,False,False,E,1920,1920,M,1,3,1893-09-12,1977-10-26
Munger,Mungxx20,False,False,T,1924,1924,M,1,1,NA,NA
James Mungro,MungJa00,False,False,RB,2002,2005,M,4,43,1978-02-13,NA
Lyle Munn,MunnLy20,False,False,E,1925,1929,M,5,53,1902-04-13,1984-01-12
Captain Munnerlyn,MunnCa99,True,False,DB,2009,2017,M,9,138,1988-04-10,NA
George Munns,MunnGe20,False,False,QB-TB,1921,1921,M,1,4,1898-06-25,1972-08-25
Anthony Munoz,MunoAn00,False,True,T,1980,1992,M,13,185,1958-08-19,NA
Nelson Munsey,MunsNe20,False,False,DB,1972,1977,M,6,72,1948-07-02,2009-07-08
Bill Munson,MunsBi00,False,False,QB,1964,1979,M,16,107,1941-08-11,2000-07-10
Calvin Munson,MunsCa00,True,False,OLB,2017,2017,M,1,14,1994-12-27,NA
Daniel Munyer,MunyDa00,True,False,OL,2015,2017,M,2,2,1992-03-04,NA
Art Murakowski,MuraAr20,False,False,FB-LB,1951,1951,M,1,12,1925-05-15,1985-09-13
Ed Muransky,MuraEd20,False,False,T,1982,1984,M,3,24,1960-01-20,NA
Lee Murchison,MurcLe20,False,False,WR,1961,1961,M,1,14,1938-04-16,2017-06-13
Guy Murdock,MurdGu20,False,False,C,1972,1972,M,1,14,1950-06-27,NA
Jesse Murdock,MurdJe20,False,False,HB,1963,1963,M,2,7,1939-07-11,1965-09-25
Les Murdock,MurdLe20,False,False,K,1967,1967,M,1,4,1941-06-06,NA
Dick Murley,MurlDi20,False,False,T,1956,1956,M,2,7,1933-08-01,NA
Bill Murphy,MurpBi20,False,False,G,1940,1941,M,2,12,1914-04-07,1985-01-15
Bill Murphy,MurpBi00,False,False,WR,1968,1968,M,1,6,1946-03-26,NA
Dennis Murphy,MurpDe20,False,False,DT,1965,1965,M,1,2,1943-03-09,NA
Frank Murphy,MurpFr00,False,False,WR,2000,2004,M,4,20,1977-02-11,NA
Fred Murphy,MurpFr01,False,False,E,1960,1961,M,2,22,1938-02-20,2001-02-04
George Murphy,MurpGe20,False,False,BB,1949,1949,M,1,11,1927-05-10,1987-08-25
Harvey Murphy,MurpHa20,False,False,E,1940,1940,M,1,2,1915-08-24,1992-05-25
Jake Murphy,MurpJa01,False,False,TE,2014,2014,M,2,0,1989-09-21,NA
James Murphy,MurpJa20,False,False,WR,1981,1981,M,1,10,1959-10-10,NA
Jerome Murphy,MurpJe99,False,False,DB,2010,2013,M,5,33,1987-01-13,NA
Jim Murphy,MurpJi20,False,False,B-E-C,1926,1928,M,3,8,1904-11-03,1993-12-17
Joe Murphy,MurpJo20,False,False,G,1920,1921,M,2,8,1897-05-15,1940-05-22
Kevin Murphy,MurpKe20,False,False,LB,1986,1993,M,8,116,1963-09-08,NA
Kevin Murphy,MurpKe00,False,False,OL,2012,2012,M,1,0,1990-02-16,NA
Kyle Murphy,MurpKy00,True,False,OT,2016,2017,M,2,6,1993-12-11,NA
Louis Murphy,MurpLo00,True,False,WR,2009,2017,M,8,95,1987-05-11,NA
Marcus Murphy,MurpMa03,True,False,RB,2015,2017,M,3,17,1991-10-03,NA
Mark Murphy,MurpMa20,False,False,DB,1977,1984,M,8,109,1955-07-13,NA
Mark Murphy,MurpMa01,False,False,DB,1980,1991,M,11,147,1958-04-22,NA
Matt Murphy,MurpMa00,False,False,TE,2002,2007,M,6,28,1980-02-23,NA
Mike Murphy,MurpMi20,False,False,LB,1979,1979,M,1,3,1957-01-14,NA
Montez Murphy,MurpMo20,False,False,DE,2006,2006,M,1,1,1982-01-06,NA
Nick Murphy,MurpNi20,False,False,P,2004,2005,M,3,6,1979-10-22,NA
Pace Murphy,MurpPa00,True,False,OL,2016,2016,M,1,2,1994-03-02,NA
Phil Murphy,MurpPh20,False,False,DT,1980,1981,M,2,32,1957-09-26,NA
Richard Murphy,MurpRi00,False,False,RB,2012,2012,M,1,5,1986-09-18,NA
Rob Murphy,MurpRo20,False,False,C,2002,2004,M,3,27,1977-01-18,NA
Ryan Murphy,MurpRy00,True,False,FS,2017,2017,M,1,3,1992-10-14,NA
Shawn Murphy,MurpSh20,False,False,T,2009,2009,M,1,1,1982-12-17,NA
Terrence Murphy,MurpTe00,False,False,WR,2005,2005,M,1,3,1982-12-15,NA
Tom Murphy,MurpTo20,False,False,TB-HB,1926,1926,M,1,8,1901-06-21,1994-07-24
Tom Murphy,MurpTo21,False,False,B,1934,1934,M,1,5,1909-04-02,1979-08-28
Tommy Murphy,MurpTo22,False,False,BB-HB,1926,1926,M,2,7,1899-05-02,1961-04-29
Trent Murphy,MurpTr00,True,False,DE,2014,2016,M,3,47,1990-12-22,NA
Tyler Murphy,MurpTy00,False,False,WR,2015,2015,M,1,2,1992-01-12,NA
Will Murphy,MurpWi00,False,False,WR,2014,2014,M,1,0,1990-05-15,NA
Yo Murphy,MurpYo00,False,False,WR,1999,2002,M,4,35,1973-05-11,NA
Bill Murrah,MurrWi20,False,False,C-G,1922,1923,M,2,13,1900-09-05,1956-06-01
Aaron Murray,MurrAa00,False,False,QB,2014,2014,M,1,0,1990-11-10,NA
Bill Murray,MurrBi20,False,False,G-T,1950,1952,M,3,35,1926-07-16,1994-07-14
Calvin Murray,MurrCa20,False,False,RB,1981,1982,M,2,8,1958-10-18,NA
Dan Murray,MurrDa20,False,False,LB,1989,1990,M,2,4,1966-10-20,NA
DeMarco Murray,MurrDe00,True,False,RB,2011,2017,M,7,99,1988-02-12,NA
Eddie Murray,murraedd01,False,False,K,1980,2000,M,20,250,1956-08-29,NA
Eric Murray,MurrEr00,True,False,CB,2016,2017,M,2,30,1994-01-07,NA
Fran Murray,MurrFr20,False,False,B,1939,1940,M,2,22,1915-07-21,1998-06-28
Jab Murray,MurrJa20,False,False,E-C-G-T,1921,1924,M,5,30,1892-10-28,1958-04-27
Jock Murray,MurrJo21,False,False,E-G,1926,1926,M,1,7,1904-02-19,1969-07-18
Joe Murray,MurrJo20,False,False,G,1987,1987,M,1,3,1960-11-07,NA
Latavius Murray,MurrLa00,True,False,RB,2014,2017,M,4,61,1990-01-18,NA
Mark Murray,MurrMa20,False,False,LB,1991,1991,M,1,6,1967-10-15,NA
Patrick Murray,MurrPa01,True,False,K,2014,2017,M,3,30,1991-06-22,NA
Rico Murray,MurrRi00,False,False,DB,2009,2011,M,3,9,1987-08-21,NA
Walter Murray,MurrWa00,False,False,WR,1986,1987,M,2,19,1962-12-13,NA
Adrian Murrell,MurrAd00,False,False,RB,1993,2003,M,9,122,1970-10-16,NA
Bill Murrell,MurrBi21,False,False,TE,1979,1979,M,1,12,1956-06-14,NA
Marques Murrell,MurrMa99,False,False,LB,2007,2010,M,4,27,1985-03-20,NA
Don Murry,MurrDo20,False,False,T-E-G,1922,1932,M,10,112,1899-10-05,1951-06-30
Mickey Murtagh,MurtMi20,False,False,C-G-E-B,1926,1932,M,7,71,1904-04-08,1993-02-10
Greg Murtha,MurtGr20,False,False,T,1982,1982,M,1,5,1957-04-23,NA
Lydon Murtha,MurtLy20,False,False,T,2009,2010,M,2,9,1985-11-13,NA
Ted Murtha,MurtTe20,False,False,G-FB,1921,1921,M,1,2,1903-03-18,1985-05-08
Bill Musgrave,MusgBi00,False,False,QB,1991,1996,M,5,12,1967-11-11,NA
Spain Musgrove,MusgSp20,False,False,DE-DT,1967,1970,M,4,37,1945-07-30,NA
Jim Musick,MusiJi20,False,False,FB,1932,1936,M,4,33,1910-05-05,1992-12-15
Neal Musser,MussNe20,False,False,LB,1981,1982,M,2,15,1957-03-20,NA
George Musso,MussGe20,False,True,G-T,1933,1944,M,12,128,1910-04-08,2000-09-05
Johnny Musso,MussJo00,False,False,RB,1975,1977,M,3,30,1950-03-06,NA
Najee Mustafaa,MustNa20,False,False,DB,1987,1995,M,7,97,1964-06-20,NA
Chad Mustard,MustCh00,False,False,TE,2003,2008,M,5,49,1977-10-08,NA
Brad Muster,MustBr00,False,False,RB,1988,1994,M,7,95,1965-04-11,NA
Chet Mutryn,MutrCh20,False,False,HB-DB,1946,1950,M,5,65,1921-03-12,1995-03-24
Jim Mutscheller,MutsJi00,False,False,E-DE,1954,1961,M,8,95,1930-03-31,2015-04-10
Steve Myer,MyerSt00,False,False,QB,1977,1979,M,3,12,1954-07-17,NA
Bob Myers,MyerBo20,False,False,DT,1955,1955,M,1,1,1933-01-31,2007-05-20
Bobby Myers,MyerBo21,False,False,DB,2000,2001,M,2,17,1976-11-10,NA
Brad Myers,MyerBr20,False,False,B-E,1953,1958,M,3,26,1929-02-14,NA
Brandon Myers,MyerBr00,False,False,TE,2009,2016,M,8,115,1985-09-04,NA
Chip Myers,MyerCh00,False,False,WR,1967,1976,M,9,108,1945-07-09,1999-02-23
Chris Myers,MyerCh20,False,False,G,2005,2014,M,10,153,1981-09-15,NA
Dave Myers,MyerDa20,False,False,G-B,1930,1931,M,2,13,1906-09-07,1997-03-05
Denny Myers,MyerDe20,False,False,G,1931,1931,M,1,2,1905-11-10,1957-05-30
Frank Myers,MyerFr20,False,False,T,1978,1979,M,2,26,1956-01-04,NA
Greg Myers,MyerGr20,False,False,DB,1996,2000,M,5,64,1972-09-30,NA
Jack Myers,MyerJa20,False,False,FB-QB-LB,1948,1952,M,4,48,1924-10-08,NA
Jason Myers,MyerJa00,True,False,K,2015,2017,M,3,38,1991-05-12,NA
Leonard Myers,MyerLe20,False,False,DB,2001,2003,M,4,17,1978-12-18,2017-02-17
Michael Myers,MyerMi20,False,False,DT-DE,1998,2007,M,11,138,1976-01-20,NA
Rob Myers,MyerRo00,False,False,TE,2011,2011,M,1,1,1986-04-09,NA
Ryan Myers,MyerRy20,False,False,LB,2005,2006,M,2,18,1980-02-27,NA
Tom Myers,MyerTo00,False,False,QB,1965,1966,M,2,2,1943-08-13,NA
Tom Myers,MyerTo01,False,False,DB,1972,1981,M,10,136,1950-10-24,NA
Tommy Myers,MyerTo20,False,False,B,1925,1926,M,2,4,1901-02-09,1944-07-01
Truck Myers,MyerTr20,False,False,E-T,1922,1925,M,3,16,1897-04-16,1969-07-19
Wilbur Myers,MyerWi20,False,False,DB,1983,1983,M,1,16,1961-08-17,NA
Steve Myhra,MyhrSt20,False,False,G-LB-K,1957,1961,M,5,62,1934-04-02,1994-08-04
DeShone Myles,MyleDe20,False,False,LB,1998,2001,M,3,18,1974-10-31,NA
Godfrey Myles,MyleGo20,False,False,LB,1991,1996,M,6,76,1968-09-22,2011-06-09
Harry Myles,MyleHa20,False,False,E-T-G,1929,1930,M,2,6,1904-09-01,1978-11-30
Jesse Myles,MyleJe20,False,False,RB,1983,1984,M,2,23,1960-09-28,2010-03-07
Reggie Myles,MyleRe20,False,False,DB,2002,2005,M,4,51,1979-10-10,NA
Toby Myles,MyleTo20,False,False,T,1999,2001,M,3,11,1975-07-23,NA
Jalen Myrick,MyriJa00,True,False,CB,2017,2017,M,1,5,1995-02-27,NA
Chip Myrtle,MyrtCh20,False,False,LB,1967,1974,M,7,89,1945-02-06,NA
Tom Myslinski,MyslTo20,False,False,G,1992,2000,M,10,60,1968-12-07,NA
Legedu Naanee,NaanLe00,False,False,WR,2007,2012,N,6,73,1983-09-16,NA
Roland Nabors,NaboRo20,False,False,LB-C,1948,1948,N,1,10,1924-07-22,1999-12-03
Andy Nacrelli,NacrAn20,False,False,E,1958,1958,N,1,2,1933-08-15,1991-09-14
Kai Nacua,NacuKa00,True,False,FS,2017,2017,N,1,16,1995-03-03,NA
Jesse Nading,NadiJe00,False,False,DE,2008,2012,N,5,39,1985-07-03,NA
Peaches Nadolney,NadoPe20,False,False,G-T,1922,1925,N,4,20,1899-05-23,1963-02-21
Chris Naeole,NaeoCh20,False,False,G,1997,2007,N,11,154,1974-12-25,NA
Dana Nafziger,NafzDa20,False,False,TE-LB,1977,1982,N,5,68,1953-10-26,NA
Ray Nagel,NageRa20,False,False,QB,1953,1953,N,1,4,1927-05-18,2015-01-15
Ross Nagel,NageRo20,False,False,DT-T,1942,1951,N,2,10,1923-06-12,1997-02-12
Bill Nagida,NagiBi20,False,False,BB,1926,1926,N,1,1,1898-03-15,1954-10-30
Browning Nagle,NaglBr00,False,False,QB,1991,1996,N,5,24,1968-04-29,NA
Johnny Nagle,NaglJo20,False,False,E,1921,1921,N,1,1,1888-10-18,1962-08-15
Gern Nagler,NaglGe00,False,False,E,1953,1961,N,8,91,1932-02-23,NA
Bronko Nagurski,NaguBr00,False,True,FB-LB-T,1930,1943,N,9,97,1908-11-03,1990-01-07
Bill Nagy,NagyBi00,False,False,C,2011,2012,N,2,4,1987-10-26,NA
Jamie Nails,NailJa20,False,False,G,1997,2003,N,6,78,1975-06-03,NA
John Naioti,NaioJo20,False,False,HB,1942,1945,N,2,7,1921-11-06,1990-09-05
Ralph Nairan,NairRa20,False,False,E-WB,1926,1926,N,1,3,1901-12-11,1943-06-13
Rob Nairne,NairRo20,False,False,LB,1977,1983,N,7,96,1954-03-24,NA
Peter Najarian,NajaPe20,False,False,LB,1987,1989,N,3,18,1963-12-22,NA
Jordan Najvar,NajvJo01,False,False,TE,2014,2014,N,1,0,1991-01-08,NA
Haruki Nakamura,NakaHa99,False,False,DB,2008,2012,N,5,69,1986-04-18,NA
John Nalbone,NalbJo00,False,False,TE,2010,2010,N,1,2,1986-05-14,NA
Tom Nalen,NaleTo00,False,False,C,1994,2007,N,14,194,1971-05-13,NA
Craig Nall,NallCr00,False,False,QB,2003,2007,N,3,7,1979-04-21,NA
Joe Namath,NamaJo00,False,True,QB,1965,1977,N,13,140,1943-05-31,NA
Dimitri Nance,NancDi00,False,False,RB,2010,2010,N,1,12,1988-02-18,NA
Jim Nance,NancJi00,False,False,RB,1965,1973,N,8,101,1942-12-30,1992-06-16
Martin Nance,NancMa00,False,False,WR,2006,2006,N,1,1,1983-05-26,NA
Terna Nande,NandTe20,False,False,LB,2006,2006,N,1,1,1983-06-17,NA
Walter Napier,NapiWa20,False,False,DT,1960,1961,N,2,20,1933-08-27,2000-04-06
Bob Naponic,NapoBo00,False,False,QB,1970,1970,N,1,2,1947-03-09,NA
Eric Naposki,NapoEr20,False,False,LB,1988,1989,N,3,5,1966-12-20,NA
Nick Nardacci,NardNi20,False,False,B,1925,1925,N,1,2,1903-10-08,NA
Dick Nardi,NardDi20,False,False,B,1938,1939,N,3,14,1915-09-25,1965-01-28
Bob Nash,NashBo20,False,False,T-E,1920,1925,N,6,33,1892-12-16,1977-02-01
Damien Nash,NashDa00,False,False,RB,2005,2006,N,2,6,1982-04-14,2007-02-24
Joe Nash,NashJo00,False,False,NT-DT,1982,1996,N,15,218,1960-10-11,NA
Kenny Nash,NashKe20,False,False,WR,1987,1987,N,1,1,1962-10-28,NA
Keyon Nash,NashKe21,False,False,DB,2004,2004,N,1,2,1979-03-11,NA
Marcus Nash,NashMa00,False,False,WR,1998,1999,N,3,11,1976-02-01,NA
